Asset ID,Plant,Equipment Installation Date,Last Inspection Date,,Asset Type,Last Inspection Comment,Work Order Rasised Date,Type of Corrosion,Work Order Comment (WO),Type of Work Order (WO),Resolution Comment ,Timeline (in hrs),Approval time (in hrs),Production Loss (in %),Rate of Corrosion (mpy),Equipmet Criticality,Next Planned Manitenance Date
AS0099,Plant-B,28-01-1999,08-11-2020,,Storage Tank 2000 bbl,High Corrosion,19-02-2017,Erosion,Erosion corrosion was found with 0.31 degradation of  Storage Tank 2000 bbl on 0.34 of surface area,Retrofitment,Conducted retrofitment and applied corrosion-resistant coating,7,3,,65,Low,09-08-2024
AS0100,Plant-B,03-05-2000,09-11-2020,,Storage Tank 2000 bbl,NA,09-12-2010,Atmospheric,Atmospheric corrosion was found with 0 degradation of  Storage Tank 2000 bbl on 0 of surface area,NA,,-,-,,555,Medium,10-08-2024
AS0101,Plant-C,11-01-2000,10-11-2020,,Storage Tank 2000 bbl,Sign of Corrosion,05-08-2016,Erosion,Erosion corrosion was found with 0.25 degradation of  Storage Tank 2000 bbl on 0.33 of surface area,Maintenance,Conducted repairs and applied protective coatings,4,1,,9,Medium,11-08-2024
AS0102,Plant-C,27-09-1999,11-11-2020,,Storage Tank 2000 bbl,NA,28-01-2009,Stress,Stress corrosion was found with 0 degradation of  Storage Tank 2000 bbl on 0 of surface area,NA,,-,-,,497,Low,12-08-2024
AS0097,Plant-A,31-03-1999,12-11-2020,,Storage Tank 2000 bbl,Sign of Corrosion,04-05-2011,Atmospheric,Atmospheric corrosion was found with 0.11 degradation of  Storage Tank 2000 bbl on 0.28 of surface area,Maintenance,Conducted surface treatment,3,1,,10,Medium,13-08-2024
AS0098,Plant-A,02-04-2000,13-11-2020,,Storage Tank 2000 bbl,NA,03-01-2016,Atmospheric,Atmospheric corrosion was found with 0 degradation of  Storage Tank 2000 bbl on 0 of surface area,NA,,-,-,,465,Low,14-08-2024
AS0099,Plant-B,20-06-2001,14-11-2020,,Storage Tank 2000 bbl,No Issue seen,,Pitting,Pitting corrosion was found with 0 degradation of  Storage Tank 2000 bbl on 0 of surface area,NA,,-,-,,0,Low,15-08-2024
AS0100,Plant-B,23-12-1999,15-11-2020,,Storage Tank 2000 bbl,No Issue seen,13-02-2009,Stress,Stress corrosion was found with 0 degradation of  Storage Tank 2000 bbl on 0 of surface area,NA,,-,-,,0,Medium,16-08-2024
AS0101,Plant-C,01-09-2000,16-11-2020,,Storage Tank 2000 bbl,No Issue seen,,Pitting,Pitting corrosion was found with 0 degradation of  Storage Tank 2000 bbl on 0 of surface area,NA,,-,-,,0,Medium,17-08-2024
AS0102,Plant-C,20-03-2001,17-11-2020,,Storage Tank 2000 bbl,High Corrosion,,Erosion,Erosion corrosion was found with 0.28 degradation of  Storage Tank 2000 bbl on 0.61 of surface area,Retrofitment,Conducted retrofitment and repaired affected sections,7,3,,38,Medium,18-08-2024
AS0097,Plant-A,26-02-2000,18-11-2020,,Storage Tank 2000 bbl,No Issue seen,10-09-2011,Atmospheric,Atmospheric corrosion was found with 0 degradation of  Storage Tank 2000 bbl on 0 of surface area,NA,,-,-,,0,High,19-08-2024
AS0098,Plant-A,05-02-2000,19-11-2020,,Storage Tank 2000 bbl,Sign of Corrosion,,Atmospheric,Atmospheric corrosion was found with 0.1 degradation of  Storage Tank 2000 bbl on 0.27 of surface area,Maintenance,Conducted surface treatment,3,1,,8,Low,20-08-2024
AS0099,Plant-B,25-01-1999,20-11-2020,,Storage Tank 2000 bbl,No Issue seen,08-08-2007,Pitting,Pitting corrosion was found with 0 degradation of  Storage Tank 2000 bbl on 0 of surface area,NA,,-,-,,0,Low,21-08-2024
AS0100,Plant-B,12-05-2001,21-11-2020,,Storage Tank 2000 bbl,No Issue seen,,Erosion,Erosion corrosion was found with 0 degradation of  Storage Tank 2000 bbl on 0 of surface area,NA,,-,-,,0,High,22-08-2024
AS0101,Plant-C,23-02-2001,22-11-2020,,Storage Tank 2000 bbl,Sign of Corrosion,23-04-2010,Stress,Stress corrosion was found with 0.25 degradation of  Storage Tank 2000 bbl on 0.65 of surface area,Maintenance,Repaired affected sections,5,2,,7,Low,23-08-2024
AS0102,Plant-C,28-08-1999,23-11-2020,,Storage Tank 3000 bbl,Sign of Corrosion,03-07-2017,Atmospheric,Atmospheric corrosion was found with 0.15 degradation of  Storage Tank 3000 bbl on 0.54 of surface area,Maintenance,Conducted surface treatment,3,1,,7,High,24-08-2024
AS0103,Plant-A,27-08-2000,24-11-2020,,Storage Tank 3000 bbl,No Issue seen,,Fatigue,Fatigue corrosion was found with 0 degradation of  Storage Tank 3000 bbl on 0 of surface area,NA,,-,-,,0,Medium,25-08-2024
AS0104,Plant-A,02-06-2001,25-11-2020,,Storage Tank 3000 bbl,High Corrosion,,Erosion,Erosion corrosion was found with 0.28 degradation of  Storage Tank 3000 bbl on 0.32 of surface area,Retrofitment,Conducted retrofitment and applied erosion-resistant coating,7,3,,69,Medium,26-08-2024
AS0105,Plant-B,11-04-2001,26-11-2020,,Storage Tank 3000 bbl,Equipment deformation Seen,,Erosion,Erosion corrosion was found with 0.57 degradation of  Storage Tank 3000 bbl on 0.39 of surface area,Replacement,Replaced the entire tank,10,4,,264,Low,27-08-2024
AS0106,Plant-B,01-01-1999,27-11-2020,,Storage Tank 3000 bbl,No Issue seen,30-08-2010,Atmospheric,Atmospheric corrosion was found with 0 degradation of  Storage Tank 3000 bbl on 0 of surface area,NA,,-,-,,0,Medium,28-08-2024
AS0107,Plant-C,14-10-1999,28-11-2020,,Storage Tank 3000 bbl,No Issue seen,,Stress,Stress corrosion was found with 0 degradation of  Storage Tank 3000 bbl on 0 of surface area,NA,,-,-,,0,High,29-08-2024
AS0108,Plant-C,06-05-2000,29-11-2020,,Storage Tank 3000 bbl,High Corrosion,11-04-2013,Atmospheric,Atmospheric corrosion was found with 0.32 degradation of  Storage Tank 3000 bbl on 0.51 of surface area,Retrofitment,Retrofitted affected components,8,3,,80,Medium,30-08-2024
AS0103,Plant-A,19-12-2000,30-11-2020,,Storage Tank 3000 bbl,NA,,Pitting,Pitting corrosion was found with 0 degradation of  Storage Tank 3000 bbl on 0 of surface area,NA,,-,-,,230,Low,31-08-2024
AS0104,Plant-A,08-10-1999,01-12-2020,,Storage Tank 3000 bbl,Sign of Corrosion,,Fatigue,Fatigue corrosion was found with 0.08 degradation of  Storage Tank 3000 bbl on 0.39 of surface area,Maintenance,Conducted repairs and reinforcement,4,2,,4,High,01-09-2024
AS0105,Plant-B,09-07-2001,02-12-2020,,Storage Tank 3000 bbl,NA,,Stress,Stress corrosion was found with 0 degradation of  Storage Tank 3000 bbl on 0 of surface area,NA,,-,-,,157,Low,02-09-2024
AS0106,Plant-B,06-03-1999,03-12-2020,,Storage Tank 3000 bbl,Equipment deformation Seen,22-05-2007,Stress,Stress corrosion was found with 0.44 degradation of  Storage Tank 3000 bbl on 0.43 of surface area,Replacement,Replaced the entire tank,10,4,,173,High,03-09-2024
AS0107,Plant-C,27-05-1999,04-12-2020,,Storage Tank 3000 bbl,No Issue seen,,Atmospheric,Atmospheric corrosion was found with 0 degradation of  Storage Tank 3000 bbl on 0 of surface area,NA,,-,-,,0,Low,04-09-2024
AS0108,Plant-C,09-04-1999,05-12-2020,,Storage Tank 3000 bbl,NA,,Erosion,Erosion corrosion was found with 0 degradation of  Storage Tank 3000 bbl on 0 of surface area,NA,,-,-,,319,Low,05-09-2024
AS0103,Plant-A,29-10-2000,06-12-2020,,Storage Tank 500 bbl,High Corrosion,16-04-2008,Erosion,Erosion corrosion was found with 0.3 degradation of  Storage Tank 500 bbl on 0.43 of surface area,Retrofitment,Conducted retrofitment and applied erosion-resistant coating,7,3,,87,High,06-09-2024
AS0109,Plant-A,19-07-2001,07-12-2020,,Storage Tank 500 bbl,No Issue seen,01-04-2009,Pitting,Pitting corrosion was found with 0 degradation of  Storage Tank 500 bbl on 0 of surface area,NA,,-,-,,0,Medium,07-09-2024
AS0110,Plant-A,13-06-2000,08-12-2020,,Storage Tank 500 bbl,Sign of Corrosion,,Stress,Stress corrosion was found with 0.05 degradation of  Storage Tank 500 bbl on 0.26 of surface area,Maintenance,Conducted localized repairs and applied corrosion inhibitors,4,1,,9,Medium,08-09-2024
AS0111,Plant-B,27-09-2000,09-12-2020,,Storage Tank 500 bbl,No Issue seen,,Atmospheric,Atmospheric corrosion was found with 0 degradation of  Storage Tank 500 bbl on 0 of surface area,NA,,-,-,,0,Medium,09-09-2024
AS0112,Plant-B,10-02-2000,10-12-2020,,Storage Tank 500 bbl,Sign of Corrosion,,Fatigue,Fatigue corrosion was found with 0.12 degradation of  Storage Tank 500 bbl on 0.61 of surface area,Maintenance,Conducted repairs and strengthening,5,2,,1,High,10-09-2024
AS0113,Plant-C,04-08-2000,11-12-2020,,Storage Tank 500 bbl,Equipment deformation Seen,,Fatigue,Fatigue corrosion was found with 0.53 degradation of  Storage Tank 500 bbl on 0.32 of surface area,Replacement,Replaced the entire tank,10,3,,452,Medium,11-09-2024
AS0114,Plant-C,16-08-2001,12-12-2020,,Storage Tank 500 bbl,No Issue seen,,Fatigue,Fatigue corrosion was found with 0 degradation of  Storage Tank 500 bbl on 0 of surface area,NA,,-,-,,0,Medium,12-09-2024
AS0109,Plant-A,17-11-2000,13-12-2020,,Storage Tank 500 bbl,High Corrosion,,Erosion,Erosion corrosion was found with 0.4 degradation of  Storage Tank 500 bbl on 0.6 of surface area,Retrofitment,Conducted retrofitment and applied erosion-resistant coating,7,3,,69,Medium,13-09-2024
AS0110,Plant-A,03-04-1999,14-12-2020,,Storage Tank 500 bbl,NA,,Stress,Stress corrosion was found with 0 degradation of  Storage Tank 500 bbl on 0 of surface area,NA,,-,-,,588,High,14-09-2024
AS0111,Plant-B,29-09-1999,15-12-2020,,Storage Tank 500 bbl,NA,,Stress,Stress corrosion was found with 0 degradation of  Storage Tank 500 bbl on 0 of surface area,NA,,-,-,,578,Medium,15-09-2024
AS0112,Plant-B,19-07-2001,16-12-2020,,Storage Tank 500 bbl,Sign of Corrosion,26-07-2013,Stress,Stress corrosion was found with 0.19 degradation of  Storage Tank 500 bbl on 0.26 of surface area,Maintenance,Conducted repairs and applied corrosion-resistant materials,4,2,,5,Medium,16-09-2024
AS0113,Plant-C,02-01-2001,17-12-2020,,Storage Tank 500 bbl,No Issue seen,25-04-2011,Stress,Stress corrosion was found with 0 degradation of  Storage Tank 500 bbl on 0 of surface area,NA,,-,-,,0,Low,17-09-2024
AS0114,Plant-C,04-12-1999,18-12-2020,,Storage Tank 500 bbl,No Issue seen,,Stress,Stress corrosion was found with 0 degradation of  Storage Tank 500 bbl on 0 of surface area,NA,,-,-,,0,Medium,18-09-2024
AS0109,Plant-A,20-10-2000,19-12-2020,,Storage Tank 500 bbl,High Corrosion,,Pitting,Pitting corrosion was found with 0.26 degradation of  Storage Tank 500 bbl on 0.55 of surface area,Retrofitment,Retrofitted affected components,8,3,,21,Low,19-09-2024
AS0110,Plant-A,08-06-2001,20-12-2020,,Storage Tank 500 bbl,Sign of Corrosion,,Atmospheric,Atmospheric corrosion was found with 0.24 degradation of  Storage Tank 500 bbl on 0.43 of surface area,Maintenance,Conducted surface treatment,3,1,,2,Medium,20-09-2024
AS0111,Plant-B,30-06-1999,21-12-2020,,Storage Tank 500 bbl,Sign of Corrosion,10-02-2017,Erosion,Erosion corrosion was found with 0.14 degradation of  Storage Tank 500 bbl on 0.41 of surface area,Maintenance,Conducted repairs and applied protective coatings,4,1,,10,Medium,21-09-2024
AS0112,Plant-B,15-01-2000,22-12-2020,,Storage Tank 500 bbl,No Issue seen,,Atmospheric,Atmospheric corrosion was found with 0 degradation of  Storage Tank 500 bbl on 0 of surface area,NA,,-,-,,0,High,22-09-2024
AS0113,Plant-C,02-10-2000,23-12-2020,,Storage Tank 500 bbl,Sign of Corrosion,26-01-2009,Erosion,Erosion corrosion was found with 0.16 degradation of  Storage Tank 500 bbl on 0.64 of surface area,Maintenance,Conducted repairs and applied erosion-resistant materials,4,1,,10,Medium,23-09-2024
AS0114,Plant-C,09-07-2000,24-12-2020,,Storage Tank 500 bbl,Equipment deformation Seen,,Stress,Stress corrosion was found with 0.48 degradation of  Storage Tank 500 bbl on 0.27 of surface area,Replacement,Replaced the entire tank,10,4,,324,Low,24-09-2024
AS0109,Plant-A,31-10-2000,25-12-2020,,Storage Tank 500 bbl,NA,,Pitting,Pitting corrosion was found with 0 degradation of  Storage Tank 500 bbl on 0 of surface area,NA,,-,-,,291,High,25-09-2024
AS0110,Plant-A,08-04-1999,26-12-2020,,Storage Tank 500 bbl,Equipment deformation Seen,,Stress,Stress corrosion was found with 0.51 degradation of  Storage Tank 500 bbl on 0.27 of surface area,Replacement,Replaced the entire tank,10,4,,149,High,26-09-2024
AS0111,Plant-B,04-06-2001,27-12-2020,,Storage Tank 500 bbl,High Corrosion,,Fatigue,Fatigue corrosion was found with 0.35 degradation of  Storage Tank 500 bbl on 0.46 of surface area,Retrofitment,Conducted retrofitment and applied fatigue-resistant materials,6,2,,70,Low,27-09-2024
AS0112,Plant-B,21-08-1999,28-12-2020,,Storage Tank 500 bbl,Equipment deformation Seen,02-09-2009,Pitting,Pitting corrosion was found with 0.58 degradation of  Storage Tank 500 bbl on 0.38 of surface area,Replacement,Replaced the entire tank,10,4,,383,Low,28-09-2024
AS0113,Plant-C,24-02-1999,29-12-2020,,Storage Tank 500 bbl,NA,19-10-2010,Pitting,Pitting corrosion was found with 0 degradation of  Storage Tank 500 bbl on 0 of surface area,NA,,-,-,,151,High,29-09-2024
AS0114,Plant-C,06-08-1999,30-12-2020,,Turbine,Sign of Corrosion,05-10-2009,Stress,Stress corrosion was found with 0.25 degradation of  Turbine on 0.3 of surface area,Maintenance,Conducted repairs and applied corrosion-resistant materials,5,2,,1,Medium,30-09-2024
AS0115,Plant-A,05-12-1999,31-12-2020,,Turbine,No Issue seen,25-06-2012,Atmospheric,Atmospheric corrosion was found with 0 degradation of  Turbine on 0 of surface area,NA,,-,-,,0,High,01-10-2024
AS0116,Plant-A,14-10-1999,01-01-2021,,Turbine,NA,,Erosion,Erosion corrosion was found with 0 degradation of  Turbine on 0 of surface area,NA,,-,-,,346,Medium,02-10-2024
AS0117,Plant-B,10-12-2000,02-01-2021,,Turbine,Sign of Corrosion,,Erosion,Erosion corrosion was found with 0.25 degradation of  Turbine on 0.52 of surface area,Maintenance,Conducted repairs and applied erosion-resistant materials,5,2,,1,Medium,03-10-2024
AS0118,Plant-B,18-08-1999,03-01-2021,,Turbine,NA,07-05-2013,Erosion,Erosion corrosion was found with 0 degradation of  Turbine on 0 of surface area,NA,,-,-,,428,Low,04-10-2024
AS0119,Plant-C,14-12-1999,04-01-2021,,Turbine,High Corrosion,18-06-2008,Erosion,Erosion corrosion was found with 0.3 degradation of  Turbine on 0.27 of surface area,Retrofitment,Conducted retrofitment and applied erosion-resistant coating,7,3,,31,Medium,05-10-2024
AS0120,Plant-C,19-02-2000,05-01-2021,,Turbine,Equipment deformation Seen,,Atmospheric,Atmospheric corrosion was found with 0.53 degradation of  Turbine on 0.32 of surface area,Replacement,Replaced the entire turbine,10,4,,349,Low,06-10-2024
AS0115,Plant-A,11-05-2001,06-01-2021,,Turbine,NA,19-07-2014,Pitting,Pitting corrosion was found with 0 degradation of  Turbine on 0 of surface area,NA,,-,-,,493,Low,07-10-2024
AS0116,Plant-A,03-07-1999,07-01-2021,,Turbine,No Issue seen,22-11-2014,Atmospheric,Atmospheric corrosion was found with 0 degradation of  Turbine on 0 of surface area,NA,,-,-,,0,High,08-10-2024
AS0117,Plant-B,17-08-1999,08-01-2021,,Turbine,High Corrosion,,Erosion,Erosion corrosion was found with 0.25 degradation of  Turbine on 0.55 of surface area,Retrofitment,Conducted retrofitment and applied erosion-resistant coating,7,3,,42,Medium,09-10-2024
AS0118,Plant-B,21-11-1999,09-01-2021,,Turbine,NA,,Atmospheric,Atmospheric corrosion was found with 0 degradation of  Turbine on 0 of surface area,NA,,-,-,,234,Low,10-10-2024
AS0119,Plant-C,27-12-1999,10-01-2021,,Turbine,Sign of Corrosion,,Fatigue,Fatigue corrosion was found with 0.19 degradation of  Turbine on 0.62 of surface area,Maintenance,Conducted repairs and strengthening,5,2,,6,Low,11-10-2024
AS0120,Plant-C,23-02-2001,11-01-2021,,Turbine,High Corrosion,,Pitting,Pitting corrosion was found with 0.33 degradation of  Turbine on 0.48 of surface area,Retrofitment,Conducted retrofitment and applied pitting-resistant materials,6,2,,35,Low,12-10-2024
AS0115,Plant-A,19-05-1999,12-01-2021,,Turbine,Sign of Corrosion,17-03-2007,Pitting,Pitting corrosion was found with 0.08 degradation of  Turbine on 0.44 of surface area,Maintenance,Conducted repairs and applied corrosion-resistant materials,4,1,,3,Low,13-10-2024
AS0116,Plant-A,27-05-2000,13-01-2021,,Turbine,No Issue seen,12-09-2007,Erosion,Erosion corrosion was found with 0 degradation of  Turbine on 0 of surface area,NA,,-,-,,0,Medium,14-10-2024
AS0117,Plant-B,15-07-2001,14-01-2021,,Turbine,High Corrosion,24-05-2016,Pitting,Pitting corrosion was found with 0.35 degradation of  Turbine on 0.33 of surface area,Retrofitment,Conducted retrofitment and applied pitting-resistant materials,6,2,,18,High,15-10-2024
AS0118,Plant-B,21-12-1998,15-01-2021,,Turbine,No Issue seen,21-08-2016,Pitting,Pitting corrosion was found with 0 degradation of  Turbine on 0 of surface area,NA,,-,-,,0,Medium,16-10-2024
AS0119,Plant-C,16-02-2000,16-01-2021,,Watertube Boiler,No Issue seen,,Fatigue,Fatigue corrosion was found with 0 degradation of  Watertube Boiler on 0 of surface area,NA,,-,-,,0,Low,17-10-2024
AS0121,Plant-A,08-06-2001,17-01-2021,,Watertube Boiler,Equipment deformation Seen,09-04-2017,Pitting,Pitting corrosion was found with 0.52 degradation of  Watertube Boiler on 0.25 of surface area,Replacement,Replaced the entire boiler,10,4,,578,High,18-10-2024
AS0122,Plant-A,30-11-2000,18-01-2021,,Watertube Boiler,Equipment deformation Seen,23-12-2017,Pitting,Pitting corrosion was found with 0.43 degradation of  Watertube Boiler on 0.65 of surface area,Replacement,Replaced the entire boiler,10,4,,556,Low,19-10-2024
AS0123,Plant-B,17-11-1999,19-01-2021,,Watertube Boiler,Sign of Corrosion,31-01-2012,Atmospheric,Atmospheric corrosion was found with 0.11 degradation of  Watertube Boiler on 0.53 of surface area,Maintenance,Conducted repairs and applied corrosion-resistant materials,5,2,,3,Low,20-10-2024
AS0124,Plant-B,24-08-2000,20-01-2021,,Watertube Boiler,Equipment deformation Seen,,Atmospheric,Atmospheric corrosion was found with 0.5 degradation of  Watertube Boiler on 0.56 of surface area,Replacement,Replaced the entire boiler,10,4,,204,High,21-10-2024
AS0125,Plant-C,22-02-2000,21-01-2021,,Watertube Boiler,Equipment deformation Seen,16-03-2007,Atmospheric,Atmospheric corrosion was found with 0.42 degradation of  Watertube Boiler on 0.4 of surface area,Replacement,Replaced the entire boiler,10,4,,588,High,22-10-2024
AS0126,Plant-C,05-04-2001,22-01-2021,,Watertube Boiler,Equipment deformation Seen,27-11-2013,Fatigue,Fatigue corrosion was found with 0.47 degradation of  Watertube Boiler on 0.32 of surface area,Replacement,Replaced the affected components,7,3,,585,Low,23-10-2024
AS0121,Plant-A,15-07-2000,23-01-2021,,Watertube Boiler,Equipment deformation Seen,24-02-2014,Pitting,Pitting corrosion was found with 0.41 degradation of  Watertube Boiler on 0.34 of surface area,Replacement,Replaced the entire boiler,10,4,,391,Medium,24-10-2024
AS0122,Plant-A,08-04-2001,24-01-2021,,Watertube Boiler,No Issue seen,,Erosion,Erosion corrosion was found with 0 degradation of  Watertube Boiler on 0 of surface area,NA,,-,-,,0,Low,25-10-2024
AS0123,Plant-B,25-04-1999,25-01-2021,,Watertube Boiler,Equipment deformation Seen,,Erosion,Erosion corrosion was found with 0.46 degradation of  Watertube Boiler on 0.37 of surface area,Replacement,Replaced the entire boiler,10,4,,305,Medium,26-10-2024
AS0124,Plant-B,08-02-2001,26-01-2021,,Watertube Boiler,Sign of Corrosion,,Atmospheric,Atmospheric corrosion was found with 0.25 degradation of  Watertube Boiler on 0.45 of surface area,Maintenance,Conducted repairs and applied corrosion-resistant materials,5,2,,5,High,27-10-2024
AS0125,Plant-C,30-09-2000,27-01-2021,,Watertube Boiler,High Corrosion,,Stress,Stress corrosion was found with 0.28 degradation of  Watertube Boiler on 0.64 of surface area,Retrofitment,Conducted retrofitment and applied corrosion-resistant materials,6,2,,84,Medium,28-10-2024
AS0126,Plant-C,22-04-2001,28-01-2021,,Watertube Boiler,Equipment deformation Seen,20-01-2008,Erosion,Erosion corrosion was found with 0.42 degradation of  Watertube Boiler on 0.59 of surface area,Replacement,Replaced the entire boiler,10,4,,393,Medium,29-10-2024
AS0121,Plant-A,28-03-2000,29-01-2021,,Watertube Boiler,High Corrosion,10-10-2014,Erosion,Erosion corrosion was found with 0.37 degradation of  Watertube Boiler on 0.29 of surface area,Retrofitment,Conducted retrofitment and applied erosion-resistant materials,7,3,,69,High,30-10-2024
AS0122,Plant-A,14-06-2000,30-01-2021,,Watertube Boiler,Sign of Corrosion,09-07-2011,Pitting,Pitting corrosion was found with 0.25 degradation of  Watertube Boiler on 0.62 of surface area,Maintenance,Conducted repairs and applied pitting-resistant materials,5,2,,3,Low,31-10-2024
AS0123,Plant-B,24-02-2000,31-01-2021,,Watertube Boiler,No Issue seen,,Stress,Stress corrosion was found with 0 degradation of  Watertube Boiler on 0 of surface area,NA,,-,-,,0,High,01-11-2024
AS0124,Plant-B,14-05-1999,01-02-2021,,Watertube Boiler,High Corrosion,01-12-2013,Fatigue,Fatigue corrosion was found with 0.38 degradation of  Watertube Boiler on 0.41 of surface area,Retrofitment,Conducted retrofitment and applied fatigue-resistant materials,7,3,,20,Medium,02-11-2024
AS0125,Plant-C,30-11-2000,02-02-2021,,Watertube Boiler,No Issue seen,,Pitting,Pitting corrosion was found with 0 degradation of  Watertube Boiler on 0 of surface area,NA,,-,-,,0,High,03-11-2024
AS0126,Plant-C,01-11-2000,03-02-2021,,Watertube Boiler,Equipment deformation Seen,19-08-2013,Pitting,Pitting corrosion was found with 0.58 degradation of  Watertube Boiler on 0.57 of surface area,Replacement,Replaced the entire boiler,10,4,,484,Low,04-11-2024
AS0121,Plant-A,05-11-2000,04-02-2021,,Watertube Boiler,Equipment deformation Seen,,Fatigue,Fatigue corrosion was found with 0.46 degradation of  Watertube Boiler on 0.31 of surface area,Replacement,Replaced the entire boiler,10,4,,373,Low,05-11-2024
AS0122,Plant-A,31-12-1998,05-02-2021,,Watertube Boiler,Sign of Corrosion,20-02-2012,Pitting,Pitting corrosion was found with 0.21 degradation of  Watertube Boiler on 0.39 of surface area,Maintenance,Conducted repairs and applied pitting-resistant materials,5,2,,7,Medium,06-11-2024
AS0123,Plant-B,09-11-2000,06-02-2021,,Watertube Boiler,Sign of Corrosion,,Atmospheric,Atmospheric corrosion was found with 0.13 degradation of  Watertube Boiler on 0.27 of surface area,Maintenance,Conducted repairs and applied corrosion-resistant materials,5,2,,6,Low,07-11-2024
AS0124,Plant-B,06-04-2000,07-02-2021,,Watertube Boiler,Equipment deformation Seen,,Stress,Stress corrosion was found with 0.49 degradation of  Watertube Boiler on 0.33 of surface area,Replacement,Replaced the entire boiler,10,4,,355,Medium,08-11-2024
AS0125,Plant-C,02-09-2000,08-02-2021,,Watertube Boiler,No Issue seen,17-01-2018,Stress,Stress corrosion was found with 0 degradation of  Watertube Boiler on 0 of surface area,NA,,-,-,,0,High,09-11-2024
AS0126,Plant-C,14-03-1999,09-02-2021,,Watertube Boiler,NA,,Stress,Stress corrosion was found with 0 degradation of  Watertube Boiler on 0 of surface area,NA,,-,-,,310,High,10-11-2024
